Latitude,Longitude
[25.89776821],[-80.29596694]
[25.66576504],[-80.45377639]
[25.63808079],[-80.32538704]
[25.80137462],[-80.35798104]
[25.83305798],[-80.33256965]
[25.46521578],[-80.40477223]
[25.62532222],[-80.41089257]
[25.67592295],[-80.30769513]
[25.48714598],[-80.37087983]
[25.51118872],[-80.38310402]
[25.92472392],[-80.20728598]
[25.79179645],[-80.3360989]
[25.81028033],[-80.12545524]
[25.99643984],[-80.17892419]
[25.74108888],[-80.27519715]
[26.24164871],[-80.24511153]
[25.86330504],[-80.20286408]
[25.95999964],[-80.20094762]
[25.82886812],[-80.37433488]
[25.76344343],[-80.39550571]
[25.89634742],[-80.37291235]
[25.68124555],[-80.42556043]
[25.80991394],[-80.27230931]
[25.98893087],[-80.17561606]
[25.56856061],[-80.33184045]
[25.70012341],[-80.35505326]
[25.63389419],[-80.31715071]
[25.68125607],[-80.3383264]
[26.34804812],[-80.23608475]
[25.82843662],[-80.30773177]
[26.05709488],[-80.26321438]
[25.83406596],[-80.30761377]
[25.99837138],[-80.33730582]
[25.96618041],[-80.34545687]
[25.46159532],[-80.41285479]
[25.69001906],[-80.35810072]
[25.74229974],[-80.26259869]
[25.91282192],[-80.30475923]
[25.92631548],[-80.25163524]
[25.50969895],[-80.50236602]
[25.85183394],[-80.24411595]
[25.49185532],[-80.4564826]
[25.70900302],[-80.35883197]
[25.88101702],[-80.36393127]
[26.04680125],[-80.31385547]
[25.67348311],[-80.4449114]
[25.91789048],[-80.33927984]
[25.83733924],[-80.33741172]
[26.14679194],[-80.13993287]
[25.64971277],[-80.40677353]
[25.71807149],[-80.36599715]
[25.73510552],[-80.42966396]
[25.71051964],[-80.35702128]
[26.09741582],[-80.32903688]
[25.93203675],[-80.32231198]
[25.58795066],[-80.4040893]
[25.72698689],[-80.44607442]
[25.56564577],[-80.40659705]
[26.06865642],[-80.28672937]
[25.82886708],[-80.25540322]
[25.67584556],[-80.46515925]
[25.5510713],[-80.34867285]
[25.76405612],[-80.21741782]
[25.63643397],[-80.43581529]
[25.72429567],[-80.36267147]
[26.02426927],[-80.33472749]
[25.68950913],[-80.35476063]
[26.01864993],[-80.2810537]
[25.92343212],[-80.37057861]
[25.96843774],[-80.18445407]
[25.84671027],[-80.39698213]
[25.64099698],[-80.30299585]
[25.45857999],[-80.41970491]
[25.86078518],[-80.28571082]
[25.69895624],[-80.30899031]
[25.898989],[-80.39379999]
[26.00659615],[-80.33796387]
[25.8842934],[-80.38541378]
[25.86704335],[-80.23009198]
[25.65883168],[-80.29785731]
[25.63244281],[-80.41991667]
[25.88690508],[-80.20220978]
[25.75482206],[-80.41089922]
[25.81784745],[-80.23104301]
[25.65823825],[-80.45559986]
[25.93234728],[-80.27191756]
[25.67732621],[-80.35105636]
[25.61778861],[-80.43906865]
[25.96846693],[-80.32978935]
[26.14094836],[-80.1562899]
[25.72523489],[-80.3786006]
[26.05671904],[-80.34208369]
[25.77468077],[-80.37028707]
[25.84031332],[-80.3832296]
[25.70586978],[-80.35789508]
[25.46584071],[-80.48052969]
[26.00781845],[-80.32122768]
[25.92617588],[-80.19018209]
[26.18102446],[-80.28994549]
[25.94419503],[-80.30372544]
[26.01411841],[-80.33716063]
[25.77101595],[-80.13476062]
[25.74480955],[-80.41852827]
[25.52252075],[-80.51336576]
[25.90979879],[-80.30563922]
[25.82066146],[-80.12960388]
[25.64914621],[-80.44880895]
[26.27507979],[-80.26602715]
[25.75266609],[-80.22482253]
[25.76718584],[-80.37534435]
[25.55024768],[-80.41486137]
[25.99209709],[-80.25698618]
[25.72430288],[-80.34583509]
[25.88726835],[-80.1308368]
[26.00200305],[-80.20385539]
[25.54615967],[-80.35734347]
[25.80682384],[-80.36548388]
[25.77668424],[-80.31287918]
[25.90115572],[-80.38936234]
[25.68506921],[-80.44889708]
[25.57565594],[-80.37982971]
[25.71620288],[-80.25625397]
[26.07297924],[-80.31948667]
[25.93363626],[-80.26450945]
[25.82886935],[-80.28571191]
[25.57729202],[-80.4501877]
[25.50568403],[-80.439587]
[26.0144746],[-80.25258662]
[25.73511734],[-80.38230974]
[25.87116635],[-80.30979913]
[25.89270961],[-80.37265293]
[25.87936615],[-80.3415712]
[26.08250464],[-80.30587328]
[25.62332938],[-80.31154244]
[25.902134],[-80.33405054]
[25.69434846],[-80.36115525]
[25.76917302],[-80.37600904]
[25.74278505],[-80.30325032]
[25.79580199],[-80.39407462]
[25.68076608],[-80.29950344]
[25.68750397],[-80.31399641]
[25.61872346],[-80.41049472]
[25.75143828],[-80.28927975]
[25.68395648],[-80.45158096]
[25.54105385],[-80.50899202]
[25.72245195],[-80.41671355]
[26.02643871],[-80.27587994]
[25.83906592],[-80.30276746]
[25.87337708],[-80.20807957]
[25.55814641],[-80.34493468]
[25.69284256],[-80.35726829]
[25.86915666],[-80.1371112]
[25.90450957],[-80.32181242]
[25.54166467],[-80.48657758]
[25.57714685],[-80.40638715]
[25.57782662],[-80.51012051]
[25.98711517],[-80.24276524]
[25.98499543],[-80.3147674]
[25.76367363],[-80.41870078]
[25.9958977],[-80.29764753]
[25.98442623],[-80.17993126]
[25.78799178],[-80.2470072]
[25.82309279],[-80.33187848]
[25.80579279],[-80.32687747]
[25.73854281],[-80.24757136]
[25.6613151],[-80.37091161]
[26.08603173],[-80.34407204]
[25.74428331],[-80.36940445]
[25.47115318],[-80.37970651]
[25.80207802],[-80.31993797]
[25.94438894],[-80.2711952]
[25.58147166],[-80.33364601]
[25.63949839],[-80.32970998]
[25.56146676],[-80.36711879]
[25.84544676],[-80.34751606]
[25.47006789],[-80.43207467]
[25.89280758],[-80.29675088]
[25.75600395],[-80.3804459]
[25.67797601],[-80.30387518]
[26.01089835],[-80.3486527]
[25.7350006],[-80.35839583]
[26.01754131],[-80.39623452]
[25.80740845],[-80.27282049]
[25.892069],[-80.29096998]
[25.85907687],[-80.29997921]
[26.06266824],[-80.25180844]
[25.83375864],[-80.34106527]
[25.9724665],[-80.24336154]
[25.74260318],[-80.33286083]
[25.73487712],[-80.38544692]
[25.49154668],[-80.42166367]
[25.9260175],[-80.30997716]
[25.91671957],[-80.24999708]
[25.83681695],[-80.25069773]
[25.76169407],[-80.35500964]
[25.92035596],[-80.20386975]
[26.03440411],[-80.26761762]
[25.64956967],[-80.33352081]
[25.6692786],[-80.42131819]
[25.90661711],[-80.35294754]
[25.72113746],[-80.24464851]
[25.64879015],[-80.30212408]
[26.08331033],[-80.38014359]
[25.81900244],[-80.38577397]
[25.53450369],[-80.45103658]
[25.75624551],[-80.44266684]
[25.68261938],[-80.45442713]
[25.88326041],[-80.27498696]
[25.66478363],[-80.31752575]
[25.60364788],[-80.42411816]
[25.99106105],[-80.2661559]
[25.73292766],[-80.29504415]
[25.60600975],[-80.36483658]
[25.70608735],[-80.36057169]
[25.97086646],[-80.18035899]
[25.71924484],[-80.40240398]
[25.66947969],[-80.35021373]
[25.84200106],[-80.255055]
[25.91888649],[-80.25123515]
[25.93410795],[-80.36435505]
[26.0421301],[-80.36886579]
[25.72402837],[-80.2970037]
[25.89770419],[-80.38110232]
[25.82012333],[-80.24088438]
[25.54204859],[-80.43966486]
[25.49263404],[-80.46812494]
[25.90023978],[-80.28956565]
[25.80995916],[-80.24742715]
[25.84962028],[-80.36122463]
[26.09618724],[-80.3962312]
[25.82351404],[-80.2201305]
[25.75210522],[-80.30241758]
[25.51301394],[-80.47599077]
[25.75379159],[-80.26343591]
[25.82132883],[-80.31376767]
[25.89751431],[-80.33439673]
[25.62871297],[-80.39495244]
[25.91473],[-80.19639137]
[26.03795688],[-80.20140055]
[26.01768914],[-80.34908876]
[25.86516786],[-80.33718558]
[25.96006739],[-80.31584344]
[25.97740482],[-80.14428915]
[25.78824684],[-80.36071225]
[25.76851988],[-80.36973624]
[25.72407416],[-80.34479309]
[25.77728749],[-80.34920371]
[25.86955624],[-80.29295654]
[25.66831028],[-80.28394512]
[25.61738146],[-80.3610573]
[26.11465054],[-80.23639137]
[25.7268906],[-80.24347405]
[25.86279428],[-80.30076427]
[25.47363728],[-80.46808877]
[25.91121594],[-80.29528047]
[25.87032942],[-80.23885787]
[25.56274399],[-80.49056308]
[26.07678182],[-80.17064535]
[25.66183481],[-80.39493898]
[25.85820654],[-80.26704536]
[26.06667077],[-80.34720636]
[25.64278918],[-80.3826533]
[25.97352721],[-80.21545277]
[25.82416948],[-80.23164713]
[25.82463469],[-80.22363161]
[26.08362213],[-80.31794015]
[25.82463747],[-80.39574758]
[25.5451967],[-80.43163072]
[26.04300812],[-80.28884614]
[25.7413779],[-80.38134879]
[25.69595953],[-80.37428615]
[26.1581872],[-80.21067782]
[25.76185363],[-80.29894126]
[25.55455873],[-80.38900153]
[25.4776755],[-80.50772234]
[26.02632414],[-80.39335715]
[25.70382363],[-80.41329688]
[25.79674111],[-80.29429916]
[25.73264933],[-80.40580283]
[25.94105712],[-80.23409526]
[25.53555862],[-80.38471855]
[26.0363013],[-80.30740645]
[25.61564239],[-80.35817826]
[25.86317351],[-80.37917682]
[25.71690796],[-80.35259714]
[25.81432392],[-80.36265847]
[25.82294832],[-80.33570076]
[25.75998117],[-80.23356925]
[25.81421628],[-80.37822458]
[25.96961899],[-80.26580018]
[26.02214524],[-80.32329723]
[25.91700625],[-80.29846909]
[25.86035736],[-80.29244399]
[25.68414574],[-80.33190346]
[25.70960043],[-80.27933289]
[25.82845323],[-80.28375326]
[25.93215243],[-80.30493395]
[26.06350403],[-80.18357607]
[25.76340755],[-80.44031259]
[26.00872837],[-80.37576666]
[25.74071952],[-80.4392763]
[25.97082107],[-80.3590263]
[25.722962],[-80.36630669]
[26.02116189],[-80.21070318]
[26.03716727],[-80.24650068]
[25.60411219],[-80.3822553]
[25.92499069],[-80.26713612]
[25.77820768],[-80.37236134]
[25.86176975],[-80.37378388]
[26.02347023],[-80.36489655]
[25.73579774],[-80.33911727]
[25.87046621],[-80.23880004]
[25.8418695],[-80.24643373]
[26.0377164],[-80.32225677]
[25.94796818],[-80.1571128]
[25.65741417],[-80.36019459]
[25.70882704],[-80.25405479]
[25.73756699],[-80.26296499]
[25.7631955],[-80.38548605]
[25.90997677],[-80.25292034]
[25.88515771],[-80.25434238]
[25.56675023],[-80.36564059]
[25.86359514],[-80.34592182]
[25.76618393],[-80.43650631]
[25.82438718],[-80.33692696]
[25.70405823],[-80.44416256]
[25.60252942],[-80.43991682]
[25.6815297],[-80.38062644]
[25.77587597],[-80.34882211]
[25.68571529],[-80.42534779]
[25.64150758],[-80.43902915]
[25.73817744],[-80.4211697]
[25.67542651],[-80.39733204]
[25.53216386],[-80.34590084]
[25.93914197],[-80.28672885]
[25.58802451],[-80.37791]
[25.89885369],[-80.28586741]
[25.85332451],[-80.31126534]
[26.01596741],[-80.40143718]
[25.77263529],[-80.33092062]
[25.9107917],[-80.28308554]
[25.6858949],[-80.3361181]
[25.77733251],[-80.22089133]
[25.75601624],[-80.29292154]
[25.80778506],[-80.29613416]
[25.99667625],[-80.14293826]
[25.58502611],[-80.34371951]
[25.60608465],[-80.48337038]
[25.50813858],[-80.37923825]
[25.6301457],[-80.43645759]
[25.63033542],[-80.3925231]
[25.70701448],[-80.28567287]
[25.59078278],[-80.39561916]
[25.74181651],[-80.26651744]
[26.09533766],[-80.33463565]
[25.50391112],[-80.38814766]
[25.80279358],[-80.21688882]
[26.01362216],[-80.29013999]
[25.94453787],[-80.35107289]
[25.82419921],[-80.27270127]
[26.14005747],[-80.29956123]
[25.54176035],[-80.46204544]
[25.48461263],[-80.49182144]
[25.6227191],[-80.42007166]
[25.67346566],[-80.41870212]
[25.94427616],[-80.32203924]
[25.64239489],[-80.33703011]
[25.8171061],[-80.36216165]
[25.85990217],[-80.24948487]
[25.94146561],[-80.32086976]
[26.07659403],[-80.22901758]
[25.76601294],[-80.37983162]
[25.71468333],[-80.27191494]
[25.45355371],[-80.52819032]
[25.70650699],[-80.35958641]
[25.93604121],[-80.30083992]
[25.75860094],[-80.33608839]
[25.88708641],[-80.24205145]
[25.50179197],[-80.4831321]
[25.66465372],[-80.37522286]
[25.48993797],[-80.50232909]
[25.83343906],[-80.33150505]
[25.85759071],[-80.2191417]
[25.97754562],[-80.13045658]
[25.980404],[-80.40611209]
[25.71676],[-80.40738192]
[25.93389246],[-80.1990489]
[25.79509753],[-80.3832574]
[25.8357843],[-80.3180154]
[25.74384502],[-80.42272952]
[25.87909126],[-80.34225049]
[25.93752184],[-80.36313332]
[26.02455915],[-80.38004107]
[25.82543513],[-80.19120098]
[25.57303773],[-80.37095181]
[25.77439801],[-80.41878317]
[25.51829235],[-80.53617526]
[25.702494],[-80.33906978]
[25.92376649],[-80.15776731]
[25.72173247],[-80.31773629]
[25.65822469],[-80.30189493]
[25.76432402],[-80.37500468]
[26.06202042],[-80.19157761]
[25.72461523],[-80.29236537]
[25.94069948],[-80.24109669]
[25.7102156],[-80.37819594]
[25.86673937],[-80.33968819]
[25.78374282],[-80.24024961]
[25.64980291],[-80.38785108]
[25.76524348],[-80.38109499]
[25.94935652],[-80.26055665]
[25.61709177],[-80.43409595]
[25.63461294],[-80.39931808]
[26.03055266],[-80.35890654]
[25.55199422],[-80.4422335]
[26.01543446],[-80.24268739]
[25.80425089],[-80.29499921]
[26.07009942],[-80.15666709]
[25.99073372],[-80.26303626]
[25.55443805],[-80.4900306]
[25.71353216],[-80.38293267]
[25.68778625],[-80.46383766]
[25.56193483],[-80.38192522]
[25.87663615],[-80.20581752]
[25.98526829],[-80.37440401]
[25.81444874],[-80.37516817]
[25.64879559],[-80.29414175]
[25.87100693],[-80.25827148]
[25.58216453],[-80.41640453]
[25.85154931],[-80.38471192]
[25.76684029],[-80.36020749]
[26.04805765],[-80.23071211]
[25.62902109],[-80.41254608]
[25.64017669],[-80.35739243]
[25.48590954],[-80.39021039]
[25.67137464],[-80.47252858]
[25.92094633],[-80.28031356]
[25.4540038],[-80.42838299]
[25.75379214],[-80.22420002]
[25.93633516],[-80.33164927]
[25.82622223],[-80.36273638]
[25.73695142],[-80.35027434]
[25.76101974],[-80.42960619]
[25.54225589],[-80.41354493]
[25.9135687],[-80.21910213]
[25.64070413],[-80.35093472]
[25.98212777],[-80.39050113]
[25.73503187],[-80.36440895]
[25.64068113],[-80.32570207]
[25.99207708],[-80.27357051]
[25.56104568],[-80.33586517]
[25.71894627],[-80.31178429]
[25.59501373],[-80.36857547]
[25.73080437],[-80.4295747]
[26.10230594],[-80.15129658]
[25.76263355],[-80.21998757]
[25.92451937],[-80.15832604]
[25.85657773],[-80.26312346]
[25.76731888],[-80.42615008]
[25.75672847],[-80.42430525]
[25.52257501],[-80.36820796]
[25.58649179],[-80.47210905]
[25.94587411],[-80.27781809]
[25.88498698],[-80.33878483]
[25.57366405],[-80.35127881]
[25.76892545],[-80.42312667]
[25.78322507],[-80.26969569]
[25.96985195],[-80.22960038]
[25.91037931],[-80.15806778]
[25.88539959],[-80.26175787]
[25.81230077],[-80.21370096]
[25.69263288],[-80.34721962]
[25.79460442],[-80.25989551]
[25.90624113],[-80.35446021]
[25.78279221],[-80.20607722]
[25.98553306],[-80.3730199]
[25.94136572],[-80.28373451]
[25.80240319],[-80.2724524]
[25.97257973],[-80.20391706]
[25.76970749],[-80.2541349]
[25.61497748],[-80.35686958]
[25.77781495],[-80.30908691]
[25.69219622],[-80.41458033]
[25.75623805],[-80.34360327]
[25.63228277],[-80.40270771]
[25.87703105],[-80.18217416]
[25.62049173],[-80.38214557]
[26.06064504],[-80.25821126]
[25.86408522],[-80.19681153]
[25.60486006],[-80.48930003]
[25.72053972],[-80.36746492]
[25.8272278],[-80.32944496]
[25.69179442],[-80.42132568]
[25.8056788],[-80.37809167]
[25.68232632],[-80.28409429]
[25.73453204],[-80.39272607]
[25.77062023],[-80.28110692]
[25.74482456],[-80.40519255]
[25.56101766],[-80.43029952]
[25.83380359],[-80.30592304]
[25.95800967],[-80.27575177]
[25.73104462],[-80.45771958]
[25.6057976],[-80.44941437]
[25.47945148],[-80.49914947]
[25.72870761],[-80.32651186]
[25.63960512],[-80.31197199]
[25.73567354],[-80.33779965]
[25.93235117],[-80.32763381]
[25.8453931],[-80.1271921]
[25.75791783],[-80.3554972]
[25.45155453],[-80.50559184]
[25.77852695],[-80.35963326]
[25.60471285],[-80.40552253]
[25.99999452],[-80.40333368]
[25.89506972],[-80.34876071]
[25.69969126],[-80.27563763]
[25.76254418],[-80.23500384]
[26.05598434],[-80.31681792]
[25.84227347],[-80.36935268]
[25.59229848],[-80.49995863]
[25.72840786],[-80.29896767]
[26.10691168],[-80.35491378]
[25.92908595],[-80.1886608]
[25.5049087],[-80.48949131]
[25.88660646],[-80.31577102]
[26.10736114],[-80.23450416]
[25.70366428],[-80.38449625]
[25.70892954],[-80.40324791]
[25.6451355],[-80.34476679]
[26.16264554],[-80.19589776]
[25.61134556],[-80.37355075]
[25.99722902],[-80.39312376]
[25.70286765],[-80.30125155]
[25.66762156],[-80.40208948]
[25.51758826],[-80.40670856]
[26.0167016],[-80.19798222]
[25.60860211],[-80.39475724]
[25.56212648],[-80.45258674]
[25.81722562],[-80.24894704]
[25.71675703],[-80.45345869]
[25.88842182],[-80.19630419]
[25.7686095],[-80.43180115]
[26.10178154],[-80.38700346]
[26.15985808],[-80.24773021]
[25.96002327],[-80.30373693]
[25.7505231],[-80.39479391]
[25.94110668],[-80.33490223]
[25.75783059],[-80.37403004]
[26.06520195],[-80.35875041]
[26.01958242],[-80.2403451]
[25.85012535],[-80.39356653]
[25.91092583],[-80.24722254]
[25.91657867],[-80.32789143]
[25.71482426],[-80.33768151]
[25.81064483],[-80.36658501]
[25.76592341],[-80.38522194]
[25.61657935],[-80.39799842]
[26.08655523],[-80.39012243]
[25.81441191],[-80.36855155]
[25.50293844],[-80.52173812]
[25.72449547],[-80.29983639]
[25.60590936],[-80.46962935]
[25.69420138],[-80.32740717]
[25.72928225],[-80.38575317]
[25.64049814],[-80.44482206]
[25.63697666],[-80.32442895]
[25.82572877],[-80.2328971]
[25.65985132],[-80.4239785]
[25.79208937],[-80.25182049]
[25.82292238],[-80.3410384]
[25.76609115],[-80.36349508]
[25.6336304],[-80.37516144]
[25.57465068],[-80.4455449]
[25.66448843],[-80.36626653]
[25.7127381],[-80.46615446]
[25.68566397],[-80.43777505]
[25.51236749],[-80.38574755]
[26.04150428],[-80.30176849]
[25.81318375],[-80.2433474]
[25.70089603],[-80.45132757]
[26.12031358],[-80.2859021]
[25.51097779],[-80.53914896]
[25.67718537],[-80.37630219]
[25.58074901],[-80.33362069]
[25.62314573],[-80.33404468]
[25.93839693],[-80.37342944]
[25.94919038],[-80.34711846]
[25.74196676],[-80.27756031]
[25.5267653],[-80.44006449]
[25.4676694],[-80.46058331]
[25.94447253],[-80.32067513]
[25.7310144],[-80.25365721]
[25.94134094],[-80.20404134]
[26.08319663],[-80.30851484]
[25.61787278],[-80.33913369]
[25.80132116],[-80.35447446]
[25.54908374],[-80.38346072]
[25.62954252],[-80.33609797]
[25.59048548],[-80.38328615]
[25.59958656],[-80.39540953]
[26.06352448],[-80.18696241]
[25.83526909],[-80.2656217]
[25.78285093],[-80.3752373]
[26.12988048],[-80.26267996]
[25.51638629],[-80.4398055]
[25.75853211],[-80.41166759]
[25.90543048],[-80.26865527]
[25.75848317],[-80.40070469]
[25.77447024],[-80.33759637]
[26.06831083],[-80.33981714]
[26.05665141],[-80.3109818]
[25.68645144],[-80.47314718]
[25.63429788],[-80.33220304]
[25.87763317],[-80.36361828]
[25.67329226],[-80.35387713]
[25.9875577],[-80.33533221]
[25.77435268],[-80.36750569]
[25.89819109],[-80.25954783]
[25.56474412],[-80.46874122]
[25.71766163],[-80.45671914]
[25.70500958],[-80.34965726]
[25.69483722],[-80.34800549]
[25.86784225],[-80.39641363]
[25.93440363],[-80.31503886]
[25.72681801],[-80.26709473]
[25.76703109],[-80.38018022]
[25.74771953],[-80.35860499]
[25.63128814],[-80.34336734]
[25.6140636],[-80.43555337]
[25.78290753],[-80.39009115]
[26.18005588],[-80.24378267]
[25.7228032],[-80.30693721]
[26.0786362],[-80.33976228]
[25.74613472],[-80.31941397]
[25.82444594],[-80.33417885]
[25.92193433],[-80.21894119]
[25.44560367],[-80.50784319]
[25.70554807],[-80.39040837]
[25.62778163],[-80.44648871]
[25.4708057],[-80.53410567]
[25.52720298],[-80.49027471]
[25.9358053],[-80.31804881]
[25.75079252],[-80.29004215]
[25.79718806],[-80.33232579]
[26.00452655],[-80.1881226]
[25.5058137],[-80.52142388]
[25.61634016],[-80.32148087]
[25.65790294],[-80.30733658]
[25.94278728],[-80.29664701]
[25.74821103],[-80.33558646]
[26.00143568],[-80.36421944]
[25.94046714],[-80.20498195]
[25.72089969],[-80.37112912]
[26.07222033],[-80.28236815]
[25.52543825],[-80.39741471]
[25.85035692],[-80.39722845]
[25.72621922],[-80.2470352]
[26.04076078],[-80.27699827]
[25.56995746],[-80.47123251]
[25.75365889],[-80.31041709]
[25.94570209],[-80.23931815]
[25.96688308],[-80.30919637]
[25.60543849],[-80.45043217]
[25.92335922],[-80.27407313]
[25.67135836],[-80.39075364]
[25.87504845],[-80.31390538]
[25.77429479],[-80.22962978]
[25.65229489],[-80.3028383]
[25.90635211],[-80.25916506]
[25.62428539],[-80.40787092]
[25.72650717],[-80.42389635]
[25.80403863],[-80.24581788]
[25.93427467],[-80.20668492]
[26.02225731],[-80.14043324]
[25.74788121],[-80.38680902]
[25.63060622],[-80.45742029]
[25.92337901],[-80.24444417]
[26.03742418],[-80.22879205]
[25.60294348],[-80.41630497]
[25.93191309],[-80.34412067]
[25.56194014],[-80.50202292]
[25.59011313],[-80.4117784]
[25.70333817],[-80.44434867]
[26.38594983],[-80.17668722]
[25.53481754],[-80.42669234]
[25.65417576],[-80.39433625]
[25.75361463],[-80.22514971]
[25.57982275],[-80.50142981]
[25.75987713],[-80.42954581]
[25.69091567],[-80.28321316]
[25.76929049],[-80.42225687]
[25.65727467],[-80.3849874]
[25.75975289],[-80.39948514]
[26.03915296],[-80.40368706]
[25.84726788],[-80.33482297]
[25.80527499],[-80.28736187]
[25.73997642],[-80.37927501]
[25.71409957],[-80.36103931]
[25.84451304],[-80.31050664]
[25.77411518],[-80.37044885]
[25.7417423],[-80.4247917]
[25.77988346],[-80.26588989]
[25.77898831],[-80.19625314]
[26.06816501],[-80.38738351]
[25.74115869],[-80.35321681]
[25.58573111],[-80.5069195]
[25.65751781],[-80.35602419]
[25.7319781],[-80.31023276]
[25.76278292],[-80.39291676]
[25.89143722],[-80.21775006]
[25.71429825],[-80.4354142]
[25.63488392],[-80.35658528]
[25.76951846],[-80.33883889]
[25.64955152],[-80.45467871]
[25.74441771],[-80.41470783]
[26.05821457],[-80.16383311]
[26.08837416],[-80.32409589]
[25.53402026],[-80.38084178]
[25.89161144],[-80.28009865]
[25.86915926],[-80.33816191]
[25.70591235],[-80.39157496]
[25.93214737],[-80.23901219]
[25.79091399],[-80.27887065]
[25.70956428],[-80.28767429]
[25.98497499],[-80.26316938]
[25.71273554],[-80.37742339]
[25.83987086],[-80.37385987]
[25.55006515],[-80.43447179]
[25.75997441],[-80.21526728]
[25.71351632],[-80.45470198]
[25.83491842],[-80.35181758]
[25.5388458],[-80.41139772]
[25.85115874],[-80.24836189]
[25.51098563],[-80.49766521]
[26.10429366],[-80.24336432]
[25.83054166],[-80.39019364]
[25.57833799],[-80.46137828]
[26.00312756],[-80.18490949]
[25.75155796],[-80.27820809]
[26.05295133],[-80.25810918]
[25.99935611],[-80.24419011]
[26.03915721],[-80.3365434]
[25.87815321],[-80.25855589]
[25.82953639],[-80.20905466]
[25.47458818],[-80.38999889]
[25.90065632],[-80.34511692]
[25.87199092],[-80.3314386]
[25.86304495],[-80.2424975]
[25.81558287],[-80.3051383]
[25.68619539],[-80.46482522]
[25.65713645],[-80.39753956]
[25.79110483],[-80.37293038]
[25.72556547],[-80.37574171]
[25.76435322],[-80.21067927]
[26.01786924],[-80.2779091]
[25.89097132],[-80.2670913]
[25.94625991],[-80.3209161]
[25.48723251],[-80.49782506]
[25.59214035],[-80.39059752]
[25.9511039],[-80.27238089]
[25.73657303],[-80.4135784]
[25.77591046],[-80.25503337]
[25.82686902],[-80.28421298]
[25.70702359],[-80.30950446]
[25.88280493],[-80.17211961]
[25.91678796],[-80.37214187]
[25.73152162],[-80.42379202]
[25.66474237],[-80.43993529]
[26.11641096],[-80.31886646]
[25.69120695],[-80.37631268]
[25.56240777],[-80.41158672]
[25.68169983],[-80.36751325]
[25.84905432],[-80.34450733]
[25.78538897],[-80.27510859]
[25.91808587],[-80.30132408]
[25.93178573],[-80.26439877]
[25.680304],[-80.42986137]
[25.73835858],[-80.32185542]
[25.69515873],[-80.36422801]
[25.79349093],[-80.32259929]
[25.95940407],[-80.13842664]
[25.65122096],[-80.29551514]
[25.83186263],[-80.25901211]
[25.78173635],[-80.22768787]
[25.61007661],[-80.4125227]
[25.88834688],[-80.38549245]
[25.51302625],[-80.47704801]
[25.49468126],[-80.51193621]
[25.65051407],[-80.38704329]
[25.89035838],[-80.19944217]
[25.72796206],[-80.39023595]
[25.83487828],[-80.32800612]
[25.59754759],[-80.50558086]
[26.06971563],[-80.246552]
[25.46643393],[-80.52944834]
[25.84353113],[-80.27315841]
[25.66214184],[-80.33887314]
[25.72370912],[-80.32914903]
[25.67646547],[-80.38094898]
[25.8168681],[-80.26539511]
[25.87508931],[-80.32369547]
[25.95034942],[-80.31371483]
[25.7003748],[-80.46486401]
[25.49958117],[-80.45759269]
[25.87711193],[-80.37763637]
[25.57733348],[-80.42250996]
[25.56604705],[-80.48613898]
[26.03889706],[-80.3686682]
[25.78042507],[-80.25072753]
[26.04031344],[-80.33450453]
[25.60254964],[-80.33185009]
[26.04760954],[-80.3350849]
[25.71427783],[-80.4687173]
[25.78373557],[-80.30192884]
[25.57380115],[-80.38745372]
[25.6090413],[-80.33176701]
[25.75918743],[-80.2294723]
[25.65956975],[-80.38116899]
[25.66368726],[-80.42084199]
[26.00829523],[-80.28425208]
[25.74877154],[-80.26303947]
[25.89329282],[-80.34646263]
[26.01698017],[-80.19242818]
[25.73416481],[-80.28930853]
[25.81471854],[-80.28360773]
[25.79021413],[-80.40024679]
[25.74747454],[-80.44222266]
[26.08118926],[-80.3535591]
[25.90043026],[-80.30393085]
[25.7271341],[-80.30222217]
[25.66456886],[-80.42909097]
[25.6374828],[-80.29433286]
[25.85865913],[-80.33018144]
[25.64076738],[-80.45573487]
[25.88400243],[-80.29408424]
[25.56343665],[-80.44830091]
[25.82191543],[-80.27386447]
[25.76485438],[-80.33815463]
[25.78604764],[-80.41400327]
[25.85288571],[-80.37860564]
[25.60291556],[-80.50078466]
[25.75875208],[-80.41842416]
[25.93485442],[-80.32255582]
[25.73939711],[-80.26827663]
[25.64811197],[-80.45208146]
[25.82809071],[-80.36496619]
[25.84224154],[-80.30808397]
[25.59075526],[-80.35100725]
[26.07240382],[-80.30604559]
[25.70305319],[-80.26060997]
[25.56113358],[-80.40433452]
[25.63614157],[-80.36991474]
[25.55378696],[-80.42246983]
[25.80309545],[-80.36861893]
[25.4969374],[-80.54014601]
[25.81039026],[-80.27360273]
[25.46585907],[-80.44457112]
[25.89785887],[-80.16259413]
[25.51649818],[-80.47562684]
[25.85865224],[-80.34187165]
[25.63518954],[-80.38008544]
[25.76515907],[-80.34421429]
[25.92470799],[-80.21502164]
[25.74628082],[-80.40419882]
[25.71397145],[-80.43530257]
[26.06209384],[-80.33614881]
[25.88169131],[-80.29372329]
[25.70000923],[-80.32354864]
[25.76397632],[-80.21379428]
[25.70471037],[-80.36060349]
[26.07780908],[-80.35776077]
[25.69414815],[-80.29308073]
[25.85146264],[-80.26696859]
[26.05474579],[-80.3881122]
[26.08010144],[-80.27992419]
